ISO3,Country,Residence Type,Service Type,Year,Coverage,Population,Service level
SLE,Sierra Leone,total,Drinking water,2019,16.04253,1240407.04715,Unimproved
SLV,El Salvador,total,Drinking water,2019,89.35278,5559814.11966,At least basic
SLV,El Salvador,total,Drinking water,2019,8.35915,520132.88726,Limited service
SLV,El Salvador,total,Drinking water,2019,1.96072,122002.2332,Surface water
SLV,El Salvador,total,Drinking water,2019,0.32735,20368.75989,Unimproved
SMR,San Marino,total,Drinking water,2019,0,0,Basic service
SMR,San Marino,total,Drinking water,2019,0,0,Limited service
SMR,San Marino,total,Drinking water,2019,0,0,Surface water
SMR,San Marino,total,Drinking water,2019,100,34652.99875,Safely managed service
SMR,San Marino,total,Drinking water,2019,0,0.00125,Unimproved
SOM,Somalia,total,Drinking water,2019,63.19097,10130126.6779,At least basic
SOM,Somalia,total,Drinking water,2019,11.30444,1812212.27197,Limited service
SOM,Somalia,total,Drinking water,2019,6.45724,1035159.03463,Surface water
SOM,Somalia,total,Drinking water,2019,19.04734,3053473.01551,Unimproved
SPM,Saint Pierre and Miquelon,total,Drinking water,2019,3.00828,176.76656,Basic service
SPM,Saint Pierre and Miquelon,total,Drinking water,2019,0,0,Limited service
SPM,Saint Pierre and Miquelon,total,Drinking water,2019,0,0,Surface water
SPM,Saint Pierre and Miquelon,total,Drinking water,2019,94.2593,5538.67656,Safely managed service
SPM,Saint Pierre and Miquelon,total,Drinking water,2019,2.73242,160.55688,Unimproved
SRB,Serbia,total,Drinking water,2019,19.86649,1383930.04806,Basic service
SRB,Serbia,total,Drinking water,2019,4.61096,321206.52963,Limited service
SRB,Serbia,total,Drinking water,2019,0.01683,1172.56418,Surface water
SRB,Serbia,total,Drinking water,2019,74.82414,5212364.12906,Safely managed service
SRB,Serbia,total,Drinking water,2019,0.68158,47479.69573,Unimproved
SSD,South Sudan,total,Drinking water,2019,39.91362,4160350.27702,At least basic
SSD,South Sudan,total,Drinking water,2019,34.0446,3548599.34816,Limited service
SSD,South Sudan,total,Drinking water,2019,14.30442,1491004.32534,Surface water
SSD,South Sudan,total,Drinking water,2019,11.73736,1223430.04948,Unimproved
STP,Sao Tome and Principe,total,Drinking water,2019,41.42205,88391.33381,Basic service
STP,Sao Tome and Principe,total,Drinking water,2019,19.48307,41575.32255,Limited service
STP,Sao Tome and Principe,total,Drinking water,2019,2.18647,4665.76044,Surface water
STP,Sao Tome and Principe,total,Drinking water,2019,35.14261,74991.52578,Safely managed service
STP,Sao Tome and Principe,total,Drinking water,2019,1.76579,3768.05494,Unimproved
SUR,Suriname,total,Drinking water,2019,42.00752,254468.1294,Basic service
SUR,Suriname,total,Drinking water,2019,1.02981,6238.28598,Limited service
SUR,Suriname,total,Drinking water,2019,0.92435,5599.40999,Surface water
SUR,Suriname,total,Drinking water,2019,55.53425,336408.71335,Safely managed service
SUR,Suriname,total,Drinking water,2019,0.50406,3053.45816,Unimproved
SVK,Slovakia,total,Drinking water,2019,0.50532,27542.87332,Basic service
SVK,Slovakia,total,Drinking water,2019,0.21218,11565.08358,Limited service
SVK,Slovakia,total,Drinking water,2019,0,0,Surface water
SVK,Slovakia,total,Drinking water,2019,99.2825,5411518.02009,Safely managed service
SVK,Slovakia,total,Drinking water,2019,0,0.02344,Unimproved
SVN,Slovenia,total,Drinking water,2019,2.11766,44120.05096,Basic service
SVN,Slovenia,total,Drinking water,2019,0,0,Limited service
SVN,Slovenia,total,Drinking water,2019,0,0,Surface water
SVN,Slovenia,total,Drinking water,2019,97.47688,2030871.24579,Safely managed service
SVN,Slovenia,total,Drinking water,2019,0.40547,8447.70434,Unimproved
SWE,Sweden,total,Drinking water,2019,0.01392,1430.48054,Basic service
SWE,Sweden,total,Drinking water,2019,0,0,Limited service
SWE,Sweden,total,Drinking water,2019,0,0,Surface water
SWE,Sweden,total,Drinking water,2019,99.70368,10248665.94985,Safely managed service
SWE,Sweden,total,Drinking water,2019,0.2824,29028.56962,Unimproved
SWZ,Eswatini,total,Drinking water,2019,37.98388,448161.91357,Basic service
SWZ,Eswatini,total,Drinking water,2019,6.17948,72910.06963,Limited service
SWZ,Eswatini,total,Drinking water,2019,12.45264,146925.44869,Surface water
SWZ,Eswatini,total,Drinking water,2019,36.31935,428522.59537,Safely managed service
SWZ,Eswatini,total,Drinking water,2019,7.06465,83353.98482,Unimproved
SYC,Seychelles,total,Drinking water,2019,32.73216,38509.38466,Basic service
SYC,Seychelles,total,Drinking water,2019,0,0,Limited service
SYC,Seychelles,total,Drinking water,2019,64.12831,75446.95843,Safely managed service
SYC,Seychelles,total,Drinking water,2019,3.13953,3693.65654,Unimproved
SYR,Syrian Arab Republic,total,Drinking water,2019,93.88414,19108740.29468,At least basic
SYR,Syrian Arab Republic,total,Drinking water,2019,5.89191,1199212.3646,Limited service
SYR,Syrian Arab Republic,total,Drinking water,2019,0.00223,453.07015,Surface water
SYR,Syrian Arab Republic,total,Drinking water,2019,0.22172,45128.27057,Unimproved
TCA,Turks and Caicos Islands,total,Drinking water,2019,51.60464,22275.65932,Basic service
TCA,Turks and Caicos Islands,total,Drinking water,2019,1.01305,437.2928,Limited service
TCA,Turks and Caicos Islands,total,Drinking water,2019,0,0,Surface water
TCA,Turks and Caicos Islands,total,Drinking water,2019,47.14765,20351.75617,Safely managed service
TCA,Turks and Caicos Islands,total,Drinking water,2019,0.23466,101.29161,Unimproved
TCD,Chad,total,Drinking water,2019,44.38469,7405685.02923,Basic service
TCD,Chad,total,Drinking water,2019,12.38466,2066408.54367,Limited service
TCD,Chad,total,Drinking water,2019,7.18713,1199189.00381,Surface water
TCD,Chad,total,Drinking water,2019,6.11337,1020029.10545,Safely managed service
TCD,Chad,total,Drinking water,2019,29.93014,4993911.01035,Unimproved
TGO,Togo,total,Drinking water,2019,42.86004,3627274.5477,Basic service
TGO,Togo,total,Drinking water,2019,14.14492,1197094.39898,Limited service
TGO,Togo,total,Drinking water,2019,9.37027,793012.44929,Surface water
TGO,Togo,total,Drinking water,2019,18.71635,1583977.07579,Safely managed service
TGO,Togo,total,Drinking water,2019,14.90842,1261709.56491,Unimproved
THA,Thailand,total,Drinking water,2019,99.42877,71113714.46714,At least basic
THA,Thailand,total,Drinking water,2019,0.27357,195666.97432,Limited service
THA,Thailand,total,Drinking water,2019,0.29765,212888.08979,Surface water
THA,Thailand,total,Drinking water,2019,0,1.46875,Unimproved
TJK,Tajikistan,total,Drinking water,2019,22.88908,2181321.36448,Basic service
TJK,Tajikistan,total,Drinking water,2019,2.70919,258185.32867,Limited service
TJK,Tajikistan,total,Drinking water,2019,9.94655,947903.26829,Surface water
TJK,Tajikistan,total,Drinking water,2019,61.97305,5906010.37552,Safely managed service
TJK,Tajikistan,total,Drinking water,2019,2.48213,236545.71994,Unimproved
TKL,Tokelau,total,Drinking water,2019,99.93326,2012.65585,At least basic
TKL,Tokelau,total,Drinking water,2019,0,0,Limited service
TKL,Tokelau,total,Drinking water,2019,0,0,Surface water
TKL,Tokelau,total,Drinking water,2019,0.06674,1.34415,Unimproved
TKM,Turkmenistan,total,Drinking water,2019,4.92358,334997.96198,Basic service
TKM,Turkmenistan,total,Drinking water,2019,0.20373,13861.99212,Limited service
TKM,Turkmenistan,total,Drinking water,2019,0.54666,37194.43188,Surface water
TKM,Turkmenistan,total,Drinking water,2019,94.05085,6399167.39452,Safely managed service
TKM,Turkmenistan,total,Drinking water,2019,0.27517,18722.21098,Unimproved
TLS,Timor-Leste,total,Drinking water,2019,79.09449,1028975.83885,At least basic
TLS,Timor-Leste,total,Drinking water,2019,4.73209,61561.8795,Limited service
TLS,Timor-Leste,total,Drinking water,2019,5.33541,69410.73101,Surface water
TLS,Timor-Leste,total,Drinking water,2019,10.83801,140996.55064,Unimproved
TON,Tonga,total,Drinking water,2019,69.27215,73199.18621,Basic service
TON,Tonga,total,Drinking water,2019,0.88241,932.429,Limited service
TON,Tonga,total,Drinking water,2019,0,0,Surface water
TON,Tonga,total,Drinking water,2019,29.50268,31175.19082,Safely managed service
TON,Tonga,total,Drinking water,2019,0.34276,362.19197,Unimproved
TTO,Trinidad and Tobago,total,Drinking water,2019,29.30411,435134.99313,Basic service
TTO,Trinidad and Tobago,total,Drinking water,2019,0.85084,12634.05709,Limited service
TTO,Trinidad and Tobago,total,Drinking water,2019,0.06306,936.38644,Surface water
TTO,Trinidad and Tobago,total,Drinking water,2019,69.29835,1029007.03499,Safely managed service
TTO,Trinidad and Tobago,total,Drinking water,2019,0.48364,7181.51994,Unimproved
TUN,Tunisia,total,Drinking water,2019,22.84736,2713142.12592,Basic service
TUN,Tunisia,total,Drinking water,2019,2.88857,343020.1482,Limited service
TUN,Tunisia,total,Drinking water,2019,0.14035,16666.2075,Surface water
TUN,Tunisia,total,Drinking water,2019,71.85744,8533128.8859,Safely managed service
TUN,Tunisia,total,Drinking water,2019,2.26629,269123.58574,Unimproved
TUR,Türkiye,total,Drinking water,2019,95.8082,81779649.05883,At least basic
TUR,Türkiye,total,Drinking water,2019,3.05837,2610550.21726,Limited service
TUR,Türkiye,total,Drinking water,2019,0.21151,180542.35458,Surface water
TUR,Türkiye,total,Drinking water,2019,0.92192,786930.36932,Unimproved
TUV,Tuvalu,total,Drinking water,2019,90.29002,9553.58742,Basic service
TUV,Tuvalu,total,Drinking water,2019,0.38479,40.71504,Limited service
TUV,Tuvalu,total,Drinking water,2019,0,0,Surface water
TUV,Tuvalu,total,Drinking water,2019,8.54334,903.97133,Safely managed service
TUV,Tuvalu,total,Drinking water,2019,0.78184,82.72602,Unimproved
TZA,United Republic of Tanzania,total,Drinking water,2019,29.71545,17584083.06007,Basic service
TZA,United Republic of Tanzania,total,Drinking water,2019,12.36889,7319279.41075,Limited service
TZA,United Republic of Tanzania,total,Drinking water,2019,12.09958,7159911.09326,Surface water
TZA,United Republic of Tanzania,total,Drinking water,2019,27.1633,16073853.6504,Safely managed service
TZA,United Republic of Tanzania,total,Drinking water,2019,18.65278,11037764.08336,Unimproved
UGA,Uganda,total,Drinking water,2019,39.41109,16946627.6439,Basic service
UGA,Uganda,total,Drinking water,2019,26.77665,11513863.86063,Limited service
UGA,Uganda,total,Drinking water,2019,5.75929,2476473.07312,Surface water
UGA,Uganda,total,Drinking water,2019,15.20377,6537566.54095,Safely managed service
UGA,Uganda,total,Drinking water,2019,12.84919,5525105.80924,Unimproved
UKR,Ukraine,total,Drinking water,2019,5.16691,2322912.32775,Basic service
UKR,Ukraine,total,Drinking water,2019,5.64249,2536720.01581,Limited service
UKR,Ukraine,total,Drinking water,2019,0.44575,200399.71498,Surface water
UKR,Ukraine,total,Drinking water,2019,88.2768,39687006.97843,Safely managed service
UKR,Ukraine,total,Drinking water,2019,0.46804,210418.9472,Unimproved
URY,Uruguay,total,Drinking water,2019,99.55455,3382073.02989,At least basic
URY,Uruguay,total,Drinking water,2019,0.44546,15133.07057,Limited service
URY,Uruguay,total,Drinking water,2019,0,0,Surface water
URY,Uruguay,total,Drinking water,2019,0,0,Unimproved
USA,United States of America,total,Drinking water,2019,2.7353,9239575.14055,Basic service
USA,United States of America,total,Drinking water,2019,0,0,Limited service
USA,United States of America,total,Drinking water,2019,0,0,Surface water
USA,United States of America,total,Drinking water,2019,97.00933,327687882.93971,Safely managed service
USA,United States of America,total,Drinking water,2019,0.25537,862608.82829,Unimproved
UZB,Uzbekistan,total,Drinking water,2019,18.85288,6214795.67943,Basic service
UZB,Uzbekistan,total,Drinking water,2019,2.34456,772878.73665,Limited service
UZB,Uzbekistan,total,Drinking water,2019,1.90812,629005.86711,Surface water
UZB,Uzbekistan,total,Drinking water,2019,76.77456,25308503.60253,Safely managed service
UZB,Uzbekistan,total,Drinking water,2019,0.11988,39517.11683,Unimproved
VEN,Venezuela (Bolivarian Republic of),total,Drinking water,2019,93.8629,27162136.70548,At least basic
VEN,Venezuela (Bolivarian Republic of),total,Drinking water,2019,0.47167,136493.14927,Limited service
VEN,Venezuela (Bolivarian Republic of),total,Drinking water,2019,5.66543,1639468.14524,Unimproved
VGB,British Virgin Islands,total,Drinking water,2019,99.86438,36345.6424,At least basic
VGB,British Virgin Islands,total,Drinking water,2019,0,0,Limited service
VGB,British Virgin Islands,total,Drinking water,2019,0,0,Surface water
VGB,British Virgin Islands,total,Drinking water,2019,0.13562,49.3576,Unimproved
VIR,United States Virgin Islands,total,Drinking water,2019,0.78715,703.49981,Basic service
VIR,United States Virgin Islands,total,Drinking water,2019,0,0,Limited service
VIR,United States Virgin Islands,total,Drinking water,2019,0,0,Surface water
VIR,United States Virgin Islands,total,Drinking water,2019,98.54649,88073.9564,Safely managed service
VIR,United States Virgin Islands,total,Drinking water,2019,0.66636,595.54381,Unimproved
VNM,Viet Nam,total,Drinking water,2019,39.62688,38506936.23449,Basic service
VNM,Viet Nam,total,Drinking water,2019,0.01621,15748.11236,Limited service
VNM,Viet Nam,total,Drinking water,2019,0.0205,19924.72298,Surface water
VNM,Viet Nam,total,Drinking water,2019,56.00737,54424480.74316,Safely managed service
VNM,Viet Nam,total,Drinking water,2019,4.32903,4206685.76846,Unimproved
VUT,Vanuatu,total,Drinking water,2019,67.96484,198447.12675,Basic service
VUT,Vanuatu,total,Drinking water,2019,2.37497,6934.55531,Limited service
VUT,Vanuatu,total,Drinking water,2019,5.25746,15350.98852,Surface water
VUT,Vanuatu,total,Drinking water,2019,18.83254,54988.20343,Safely managed service
VUT,Vanuatu,total,Drinking water,2019,5.57019,16264.12133,Unimproved
WLF,Wallis and Futuna Islands,total,Drinking water,2019,30.39923,3552.45413,Basic service
WLF,Wallis and Futuna Islands,total,Drinking water,2019,0,0,Limited service
WLF,Wallis and Futuna Islands,total,Drinking water,2019,0,0,Surface water
WLF,Wallis and Futuna Islands,total,Drinking water,2019,68.93249,8055.45071,Safely managed service
WLF,Wallis and Futuna Islands,total,Drinking water,2019,0.66828,78.0951,Unimproved
WSM,Samoa,total,Drinking water,2019,33.46478,70202.40517,Basic service
WSM,Samoa,total,Drinking water,2019,2.92614,6138.45747,Limited service
WSM,Samoa,total,Drinking water,2019,0.22763,477.52877,Surface water
WSM,Samoa,total,Drinking water,2019,62.00892,130082.3167,Safely managed service
WSM,Samoa,total,Drinking water,2019,1.37253,2879.29009,Unimproved
YEM,Yemen,total,Drinking water,2019,66.54664,23365460.96727,At least basic
YEM,Yemen,total,Drinking water,2019,18.19347,6387984.12847,Limited service
YEM,Yemen,total,Drinking water,2019,2.82569,992140.19235,Surface water
YEM,Yemen,total,Drinking water,2019,12.4342,4365822.71191,Unimproved
ZAF,South Africa,total,Drinking water,2019,21.66262,12908298.55455,Basic service
ZAF,South Africa,total,Drinking water,2019,4.58583,2732598.48713,Limited service
ZAF,South Africa,total,Drinking water,2019,2.36341,1408307.40839,Surface water
ZAF,South Africa,total,Drinking water,2019,69.72978,41550499.3242,Safely managed service
ZAF,South Africa,total,Drinking water,2019,1.65836,988181.15442,Unimproved
ZMB,Zambia,total,Drinking water,2019,68.07889,12604015.20052,At least basic
ZMB,Zambia,total,Drinking water,2019,6.52696,1208390.10599,Limited service
ZMB,Zambia,total,Drinking water,2019,8.00196,1481470.37492,Surface water
ZMB,Zambia,total,Drinking water,2019,17.3922,3219963.31857,Unimproved
ZWE,Zimbabwe,total,Drinking water,2019,40.79021,6229222.60506,Basic service
ZWE,Zimbabwe,total,Drinking water,2019,12.96465,1979879.12759,Limited service
ZWE,Zimbabwe,total,Drinking water,2019,6.98391,1066538.79095,Surface water
ZWE,Zimbabwe,total,Drinking water,2019,26.38939,4030020.30172,Safely managed service
ZWE,Zimbabwe,total,Drinking water,2019,12.87185,1965707.26715,Unimproved
