mortality
Data Source;World Development Indicators;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Last Updated Date;2026-04-08;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Country Name;Country Code;Indicator Name;Indicator Code;1960;1961;1962;1963;1964;1965;1966;1967;1968;1969;1970;1971;1972;1973;1974;1975;1976;1977;1978;1979;1980;1981;1982;1983;1984;1985;1986;1987;1988;1989;1990;1991;1992;1993;1994;1995;1996;1997;1998;1999;2000;2001;2002;2003;2004;2005;2006;2007;2008;2009;2010;2011;2012;2013;2014;2015;2016;2017;2018;2019;2020;2021;2022;2023;2024;2025;
Poland;POL;Mortality rate attributed to unsafe water, unsafe sanitation and lack of hygiene (per 100,000 population);SH.STA.WASH.P5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5.4;;;;;;;
Pre-demographic dividend;PRE;Mortality rate attributed to unsafe water, unsafe sanitation and lack of hygiene (per 100,000 population);SH.STA.WASH.P5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;48.3807772755471;;;;;;;
Puerto Rico (US);PRI;Mortality rate attributed to unsafe water, unsafe sanitation and lack of hygiene (per 100,000 population);SH.STA.WASH.P5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Korea, Dem. People's Rep.;PRK;Mortality rate attributed to unsafe water, unsafe sanitation and lack of hygiene (per 100,000 population);SH.STA.WASH.P5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4.1;;;;;;;
Portugal;PRT;Mortality rate attributed to unsafe water, unsafe sanitation and lack of hygiene (per 100,000 population);SH.STA.WASH.P5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6.8;;;;;;;
Paraguay;PRY;Mortality rate attributed to unsafe water, unsafe sanitation and lack of hygiene (per 100,000 population);SH.STA.WASH.P5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4.6;;;;;;;
West Bank and Gaza;PSE;Mortality rate attributed to unsafe water, unsafe sanitation and lack of hygiene (per 100,000 population);SH.STA.WASH.P5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Pacific island small states;PSS;Mortality rate attributed to unsafe water, unsafe sanitation and lack of hygiene (per 100,000 population);SH.STA.WASH.P5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;19.978395795359;;;;;;;
Post-demographic dividend;PST;Mortality rate attributed to unsafe water, unsafe sanitation and lack of hygiene (per 100,000 population);SH.STA.WASH.P5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3.84009171508541;;;;;;;
French Polynesia;PYF;Mortality rate attributed to unsafe water, unsafe sanitation and lack of hygiene (per 100,000 population);SH.STA.WASH.P5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Qatar;QAT;Mortality rate attributed to unsafe water, unsafe sanitation and lack of hygiene (per 100,000 population);SH.STA.WASH.P5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.4;;;;;;;
Romania;ROU;Mortality rate attributed to unsafe water, unsafe sanitation and lack of hygiene (per 100,000 population);SH.STA.WASH.P5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7.2;;;;;;;
Russian Federation;RUS;Mortality rate attributed to unsafe water, unsafe sanitation and lack of hygiene (per 100,000 population);SH.STA.WASH.P5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3.2;;;;;;;
Rwanda;RWA;Mortality rate attributed to unsafe water, unsafe sanitation and lack of hygiene (per 100,000 population);SH.STA.WASH.P5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;25;;;;;;;
South Asia;SAS;Mortality rate attributed to unsafe water, unsafe sanitation and lack of hygiene (per 100,000 population);SH.STA.WASH.P5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;33.7518605415716;;;;;;;
Saudi Arabia;SAU;Mortality rate attributed to unsafe water, unsafe sanitation and lack of hygiene (per 100,000 population);SH.STA.WASH.P5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.9;;;;;;;
Sudan;SDN;Mortality rate attributed to unsafe water, unsafe sanitation and lack of hygiene (per 100,000 population);SH.STA.WASH.P5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;15.8;;;;;;;
Senegal;SEN;Mortality rate attributed to unsafe water, unsafe sanitation and lack of hygiene (per 100,000 population);SH.STA.WASH.P5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;31.7;;;;;;;
Singapore;SGP;Mortality rate attributed to unsafe water, unsafe sanitation and lack of hygiene (per 100,000 population);SH.STA.WASH.P5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;8.5;;;;;;;
Solomon Islands;SLB;Mortality rate attributed to unsafe water, unsafe sanitation and lack of hygiene (per 100,000 population);SH.STA.WASH.P5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;32.7;;;;;;;
Sierra Leone;SLE;Mortality rate attributed to unsafe water, unsafe sanitation and lack of hygiene (per 100,000 population);SH.STA.WASH.P5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;69.5;;;;;;;
El Salvador;SLV;Mortality rate attributed to unsafe water, unsafe sanitation and lack of hygiene (per 100,000 population);SH.STA.WASH.P5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6.1;;;;;;;
San Marino;SMR;Mortality rate attributed to unsafe water, unsafe sanitation and lack of hygiene (per 100,000 population);SH.STA.WASH.P5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Somalia, Fed. Rep.;SOM;Mortality rate attributed to unsafe water, unsafe sanitation and lack of hygiene (per 100,000 population);SH.STA.WASH.P5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;99.2;;;;;;;
Serbia;SRB;Mortality rate attributed to unsafe water, unsafe sanitation and lack of hygiene (per 100,000 population);SH.STA.WASH.P5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3.9;;;;;;;
Sub-Saharan Africa (excluding high income);SSA;Mortality rate attributed to unsafe water, unsafe sanitation and lack of hygiene (per 100,000 population);SH.STA.WASH.P5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;48.8510461278792;;;;;;;
South Sudan;SSD;Mortality rate attributed to unsafe water, unsafe sanitation and lack of hygiene (per 100,000 population);SH.STA.WASH.P5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;68.1;;;;;;;
Sub-Saharan Africa;SSF;Mortality rate attributed to unsafe water, unsafe sanitation and lack of hygiene (per 100,000 population);SH.STA.WASH.P5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;48.0195559192273;;;;;;;
Small states;SST;Mortality rate attributed to unsafe water, unsafe sanitation and lack of hygiene (per 100,000 population);SH.STA.WASH.P5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;14.090501945176;;;;;;;
Sao Tome and Principe;STP;Mortality rate attributed to unsafe water, unsafe sanitation and lack of hygiene (per 100,000 population);SH.STA.WASH.P5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;16.7;;;;;;;
Suriname;SUR;Mortality rate attributed to unsafe water, unsafe sanitation and lack of hygiene (per 100,000 population);SH.STA.WASH.P5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7.1;;;;;;;
Slovak Republic;SVK;Mortality rate attributed to unsafe water, unsafe sanitation and lack of hygiene (per 100,000 population);SH.STA.WASH.P5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3.6;;;;;;;
Slovenia;SVN;Mortality rate attributed to unsafe water, unsafe sanitation and lack of hygiene (per 100,000 population);SH.STA.WASH.P5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.9;;;;;;;
Sweden;SWE;Mortality rate attributed to unsafe water, unsafe sanitation and lack of hygiene (per 100,000 population);SH.STA.WASH.P5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3;;;;;;;
Eswatini;SWZ;Mortality rate attributed to unsafe water, unsafe sanitation and lack of hygiene (per 100,000 population);SH.STA.WASH.P5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;46.5;;;;;;;
Sint Maarten (Dutch part);SXM;Mortality rate attributed to unsafe water, unsafe sanitation and lack of hygiene (per 100,000 population);SH.STA.WASH.P5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Seychelles;SYC;Mortality rate attributed to unsafe water, unsafe sanitation and lack of hygiene (per 100,000 population);SH.STA.WASH.P5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;8.4;;;;;;;
Syrian Arab Republic;SYR;Mortality rate attributed to unsafe water, unsafe sanitation and lack of hygiene (per 100,000 population);SH.STA.WASH.P5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;9.1;;;;;;;
Turks and Caicos Islands;TCA;Mortality rate attributed to unsafe water, unsafe sanitation and lack of hygiene (per 100,000 population);SH.STA.WASH.P5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Chad;TCD;Mortality rate attributed to unsafe water, unsafe sanitation and lack of hygiene (per 100,000 population);SH.STA.WASH.P5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;99.2;;;;;;;
East Asia & Pacific (IDA & IBRD countries);TEA;Mortality rate attributed to unsafe water, unsafe sanitation and lack of hygiene (per 100,000 population);SH.STA.WASH.P5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6.09057529342817;;;;;;;
Europe & Central Asia (IDA & IBRD countries);TEC;Mortality rate attributed to unsafe water, unsafe sanitation and lack of hygiene (per 100,000 population);SH.STA.WASH.P5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3.43651756666819;;;;;;;
Togo;TGO;Mortality rate attributed to unsafe water, unsafe sanitation and lack of hygiene (per 100,000 population);SH.STA.WASH.P5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;42.4;;;;;;;
Thailand;THA;Mortality rate attributed to unsafe water, unsafe sanitation and lack of hygiene (per 100,000 population);SH.STA.WASH.P5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;11.8;;;;;;;
Tajikistan;TJK;Mortality rate attributed to unsafe water, unsafe sanitation and lack of hygiene (per 100,000 population);SH.STA.WASH.P5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;9;;;;;;;
Turkmenistan;TKM;Mortality rate attributed to unsafe water, unsafe sanitation and lack of hygiene (per 100,000 population);SH.STA.WASH.P5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5.7;;;;;;;
Latin America & the Caribbean (IDA & IBRD countries);TLA;Mortality rate attributed to unsafe water, unsafe sanitation and lack of hygiene (per 100,000 population);SH.STA.WASH.P5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6.44227129236196;;;;;;;
Timor-Leste;TLS;Mortality rate attributed to unsafe water, unsafe sanitation and lack of hygiene (per 100,000 population);SH.STA.WASH.P5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20.4;;;;;;;
Middle East, North Africa, Afghanistan & Pakistan (IDA & IBRD);TMN;Mortality rate attributed to unsafe water, unsafe sanitation and lack of hygiene (per 100,000 population);SH.STA.WASH.P5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;17.3684449987859;;;;;;;
Tonga;TON;Mortality rate attributed to unsafe water, unsafe sanitation and lack of hygiene (per 100,000 population);SH.STA.WASH.P5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7.1;;;;;;;
South Asia (IDA & IBRD);TSA;Mortality rate attributed to unsafe water, unsafe sanitation and lack of hygiene (per 100,000 population);SH.STA.WASH.P5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;33.7518605415716;;;;;;;
Sub-Saharan Africa (IDA & IBRD countries);TSS;Mortality rate attributed to unsafe water, unsafe sanitation and lack of hygiene (per 100,000 population);SH.STA.WASH.P5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;48.0195559192273;;;;;;;
Trinidad and Tobago;TTO;Mortality rate attributed to unsafe water, unsafe sanitation and lack of hygiene (per 100,000 population);SH.STA.WASH.P5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1.6;;;;;;;
Tunisia;TUN;Mortality rate attributed to unsafe water, unsafe sanitation and lack of hygiene (per 100,000 population);SH.STA.WASH.P5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3.1;;;;;;;
Turkiye;TUR;Mortality rate attributed to unsafe water, unsafe sanitation and lack of hygiene (per 100,000 population);SH.STA.WASH.P5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2.5;;;;;;;
Tuvalu;TUV;Mortality rate attributed to unsafe water, unsafe sanitation and lack of hygiene (per 100,000 population);SH.STA.WASH.P5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Tanzania;TZA;Mortality rate attributed to unsafe water, unsafe sanitation and lack of hygiene (per 100,000 population);SH.STA.WASH.P5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;30.2;;;;;;;
Uganda;UGA;Mortality rate attributed to unsafe water, unsafe sanitation and lack of hygiene (per 100,000 population);SH.STA.WASH.P5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;28.1;;;;;;;
Ukraine;UKR;Mortality rate attributed to unsafe water, unsafe sanitation and lack of hygiene (per 100,000 population);SH.STA.WASH.P5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2.3;;;;;;;
Upper middle income;UMC;Mortality rate attributed to unsafe water, unsafe sanitation and lack of hygiene (per 100,000 population);SH.STA.WASH.P5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5.44391008506645;;;;;;;
Uruguay;URY;Mortality rate attributed to unsafe water, unsafe sanitation and lack of hygiene (per 100,000 population);SH.STA.WASH.P5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4.4;;;;;;;
United States;USA;Mortality rate attributed to unsafe water, unsafe sanitation and lack of hygiene (per 100,000 population);SH.STA.WASH.P5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2.3;;;;;;;
Uzbekistan;UZB;Mortality rate attributed to unsafe water, unsafe sanitation and lack of hygiene (per 100,000 population);SH.STA.WASH.P5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2.9;;;;;;;
St. Vincent and the Grenadines;VCT;Mortality rate attributed to unsafe water, unsafe sanitation and lack of hygiene (per 100,000 population);SH.STA.WASH.P5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5.3;;;;;;;
Venezuela, RB;VEN;Mortality rate attributed to unsafe water, unsafe sanitation and lack of hygiene (per 100,000 population);SH.STA.WASH.P5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5.2;;;;;;;
British Virgin Islands;VGB;Mortality rate attributed to unsafe water, unsafe sanitation and lack of hygiene (per 100,000 population);SH.STA.WASH.P5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Virgin Islands (U.S.);VIR;Mortality rate attributed to unsafe water, unsafe sanitation and lack of hygiene (per 100,000 population);SH.STA.WASH.P5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Viet Nam;VNM;Mortality rate attributed to unsafe water, unsafe sanitation and lack of hygiene (per 100,000 population);SH.STA.WASH.P5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6.9;;;;;;;
Vanuatu;VUT;Mortality rate attributed to unsafe water, unsafe sanitation and lack of hygiene (per 100,000 population);SH.STA.WASH.P5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;25;;;;;;;
World;WLD;Mortality rate attributed to unsafe water, unsafe sanitation and lack of hygiene (per 100,000 population);SH.STA.WASH.P5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;18.5268868872385;;;;;;;
Samoa;WSM;Mortality rate attributed to unsafe water, unsafe sanitation and lack of hygiene (per 100,000 population);SH.STA.WASH.P5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;8.2;;;;;;;
Kosovo;XKX;Mortality rate attributed to unsafe water, unsafe sanitation and lack of hygiene (per 100,000 population);SH.STA.WASH.P5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Yemen, Rep.;YEM;Mortality rate attributed to unsafe water, unsafe sanitation and lack of hygiene (per 100,000 population);SH.STA.WASH.P5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;15.6;;;;;;;
South Africa;ZAF;Mortality rate attributed to unsafe water, unsafe sanitation and lack of hygiene (per 100,000 population);SH.STA.WASH.P5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;27.6;;;;;;;
Zambia;ZMB;Mortality rate attributed to unsafe water, unsafe sanitation and lack of hygiene (per 100,000 population);SH.STA.WASH.P5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;35.8;;;;;;;
Zimbabwe;ZWE;Mortality rate attributed to unsafe water, unsafe sanitation and lack of hygiene (per 100,000 population);SH.STA.WASH.P5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;36.2;;;;;;;
